ID_REF,VALUE
4113_at,3.8131
4114_at,3.6186
4115_at,3.5645
4116_at,10.475
4117_at,4.3327
4118_at,4.5198
412_at,5.4989
4121_at,4.4395
4122_at,6.7732
4123_at,8.3528
4124_at,7.9204
4125_at,7.3806
4126_at,8.291
4128_at,5.6057
4129_at,4.9149
4130_at,4.1521
4131_at,6.42
4133_at,5.6485
4134_at,7.5604
4135_at,4.5702
4137_at,5.0241
4139_at,4.7433
414_at,5.7466
4140_at,9.7423
4141_at,11.173
414157_at,5.0709
414194_at,4.136
4142_at,4.2011
414201_at,3.5017
414235_at,3.9268
414236_at,3.681
414245_at,5.2566
414260_at,3.6273
4143_at,4.2932
414301_at,3.8562
414328_at,5.4656
414332_at,4.3363
4144_at,7.3082
4145_at,4.0296
4146_at,4.3014
4147_at,10.106
414777_at,6.4995
4148_at,3.9364
414899_at,4.6273
4149_at,7.5765
414918_at,3.9252
414919_at,6.5617
414926_at,3.764
415_at,4.2569
4150_at,6.0393
415056_at,3.6679
4151_at,7.3822
415116_at,10.875
415117_at,4.1156
4152_at,6.1521
4153_at,3.4697
4154_at,8.1617
4155_at,5.7959
4157_at,4.8424
4158_at,4.1512
4159_at,3.9235
416_at,4.4603
4160_at,4.4555
4161_at,4.1514
4162_at,4.7855
4163_at,6.8807
4166_at,6.4155
4168_at,3.2844
417_at,3.7987
4170_at,9.9144
4171_at,9.0434
4172_at,9.3763
4173_at,7.7739
4174_at,7.2569
4175_at,7.3251
4176_at,9.0975
4179_at,11.207
4184_at,3.898
4185_at,4.6176
4188_at,4.0282
4189_at,8.7315
419_at,3.8532
4190_at,11.941
4191_at,11.052
4192_at,10.002
4193_at,5.8603
4194_at,7.4745
4199_at,10.073
420_at,4.1353
4200_at,8.3034
4201_at,10.623
4204_at,6.7529
4205_at,7.5367
4208_at,4.6658
4209_at,5.4822
421_at,5.7803
4210_at,3.7731
4211_at,5.0308
4212_at,8.9188
4214_at,7.2738
4215_at,7.2266
4216_at,10.079
4217_at,8.5197
4218_at,10.14
4221_at,9.8327
4222_at,4.3682
4223_at,3.4628
4224_at,3.6255
4225_at,4.2225
4232_at,12.548
4233_at,8.7281
4234_at,8.5975
4236_at,10.49
4237_at,7.7225
4238_at,7.8942
4239_at,3.9205
4240_at,6.9951
4241_at,8.0612
4242_at,5.555
4245_at,8.3887
4246_at,3.6556
4247_at,8.8959
4248_at,4.2543
4249_at,4.2037
4250_at,3.7109
4253_at,6.8609
4254_at,4.8768
4255_at,8.4463
4256_at,7.1579
4257_at,12.308
4258_at,8.5498
4259_at,11.974
4261_at,3.7933
4267_at,9.6911
427_at,10.59
4277_at,10.957
4281_at,9.1003
4282_at,12.752
4283_at,3.9767
4284_at,3.5137
4285_at,6.67
4286_at,7.0351
4287_at,7.6276
4288_at,8.5487
4289_at,6.9493
429_at,4.1158
4291_at,9.6306
4292_at,10.096
4293_at,5.423
4294_at,6.334
4295_at,3.7856
4296_at,8.6049
4297_at,7.7231
4298_at,6.6898
4299_at,4.6704
43_at,4.0033
430_at,3.5235
4300_at,3.6983
4301_at,5.1688
4302_at,7.7605
4303_at,4.6924
4306_at,3.9977
4308_at,3.5928
4311_at,7.3826
4312_at,9.8694
4313_at,5.2801
4314_at,3.7966
4316_at,5.4009
4317_at,3.7598
431707_at,3.4201
4318_at,5.6473
4319_at,6.5873
432_at,5.356
4320_at,4.6112
4321_at,7.8789
4322_at,6.6305
4323_at,6.1916
4324_at,5.4945
4325_at,3.9326
4326_at,4.0887
4327_at,4.828
4329_at,10.357
433_at,5.1226
4330_at,5.7846
4331_at,9.7338
4332_at,3.4098
4335_at,10.249
4336_at,4.2893
4337_at,4.0264
4338_at,8.5961
434_at,3.9373
4340_at,3.6282
4342_at,3.8
4343_at,7.8003
4345_at,3.8597
435_at,7.5169
4350_at,8.6942
4351_at,6.5242
4352_at,3.8412
4353_at,3.6597
4354_at,7.7029
4355_at,6.471
4356_at,6.6859
4357_at,7.7677
4358_at,8.3169
4359_at,4.4068
4361_at,7.514
4363_at,9.2329
438_at,3.6876
43847_at,4.1913
43849_at,4.8428
439_at,8.0023
439916_at,3.5186
439921_at,7.6667
439927_at,3.5537
439931_at,4.9835
439941_at,3.7193
439949_at,5.1483
440_at,10.881
440026_at,11.521
440028_at,6.1835
440072_at,3.7639
440073_at,3.854
440078_at,4.5907
440087_at,3.9171
440104_at,6.1074
440117_at,4.1049
440119_at,4.3387
440122_at,4.0814
440131_at,3.9581
440132_at,4.0366
440145_at,10.671
440173_at,6.2647
440184_at,3.3492
440193_at,6.5965
440275_at,8.7298
440279_at,3.5381
440288_at,7.2618
440307_at,4.4762
440335_at,3.8937
440348_at,8.3033
440356_at,4.7862
440387_at,4.3137
440434_at,7.0615
440465_at,5.665
440498_at,8.4677
440503_at,5.2229
440508_at,3.7656
440515_at,6.9175
440556_at,3.9234
440560_at,3.4057
440574_at,5.3054
440590_at,6.6006
440603_at,4.2624
440699_at,4.814
440704_at,3.5518
440712_at,4.7666
440730_at,5.3671
440738_at,4.2408
440757_at,3.8331
440823_at,4.0529
440829_at,5.2863
440836_at,5.8226
440854_at,3.6468
440862_at,4.6036
440900_at,3.6371
440915_at,3.1204
440944_at,8.8405
440952_at,5.1155
440956_at,3.6237
440957_at,7.8482
440981_at,3.5425
440993_at,6.5467
441009_at,3.8564
441024_at,5.9245
441025_at,3.8449
441046_at,4.5539
441054_at,4.5713
441061_at,3.8848
441072_at,4.9712
441094_at,4.7865
441108_at,5.141
441150_at,6.9871
441151_at,4.0895
441161_at,4.4081
441168_at,5.5174
441179_at,3.6858
441204_at,3.909
441212_at,10.297
441263_at,8.9496
441355_at,4.0285
441394_at,4.3724
441461_at,5.7733
441476_at,5.6295
441478_at,9.1552
441549_at,4.4799
441601_at,4.3636
441617_at,4.2216
441631_at,4.8721
441666_at,3.5116
441869_at,4.8484
441951_at,13.378
442028_at,3.6643
442075_at,7.6939
442184_at,3.7731
442186_at,3.4004
442191_at,3.7301
442194_at,3.4628
442213_at,3.9389
442444_at,4.3095
442524_at,5.6883
442721_at,3.7511
443_at,3.87
4430_at,11.451
4435_at,4.3865
4436_at,8.7945
4437_at,6.9639
4438_at,3.6255
444_at,8.5366
4440_at,3.9035
445_at,11.97
4477_at,3.5348
4478_at,10.925
4481_at,3.8302
4482_at,6.2423
4485_at,6.8969
4486_at,7.5484
4487_at,7.4559
4488_at,6.6127
4494_at,8.8821
4495_at,5.2653
4499_at,6.0201
4501_at,10.261
4502_at,14.282
4504_at,4.3158
4507_at,6.8673
4515_at,5.6479
4520_at,7.8315
4521_at,8.4261
4522_at,11.5
4524_at,5.4927
4528_at,9.8013
4534_at,7.4794
4542_at,5.4317
4543_at,4.0586
4544_at,4.3012
4547_at,3.5388
4548_at,8.7637
4552_at,9.8725
4582_at,9.242
4583_at,4.5874
4584_at,4.9682
4585_at,5.7903
4586_at,3.9988
4588_at,3.9666
4589_at,3.8811
4591_at,9.9088
4593_at,3.7068
4594_at,9.3914
4595_at,8.445
4597_at,5.3599
4598_at,6.3002
4599_at,7.6106
460_at,3.6926
4600_at,6.2795
4601_at,8.4428
4602_at,4.6412
4603_at,7.6154
4604_at,3.7103
4605_at,6.9785
4606_at,3.849
4607_at,5.1275
4608_at,4.2078
4609_at,11.329
4610_at,5.4728
4613_at,3.9033
4615_at,8.3711
4616_at,8.939
4617_at,3.5111
4618_at,3.6494
4619_at,3.6132
462_at,3.4791
4620_at,3.3575
4621_at,4.0916
4622_at,3.2871
4624_at,3.9052
4625_at,4.263
4626_at,3.7063
4627_at,9.7252
4628_at,9.6902
4629_at,3.9083
463_at,6.1517
4632_at,3.7833
4633_at,4.4181
4634_at,4.7831
4635_at,4.1105
4636_at,5.3709
4637_at,12.992
4638_at,9.1818
4640_at,3.9379
4641_at,9.2767
4642_at,7.0178
4643_at,7.532
4644_at,6.3001
4645_at,6.0451
4646_at,9.2891
4647_at,5.0849
4648_at,4.0231
4649_at,8.1308
4650_at,6.1335
4651_at,5.8644
4653_at,4.551
4654_at,4.3265
4656_at,3.7731
4659_at,9.4445
466_at,8.7865
4660_at,5.8772
4661_at,4.853
4664_at,8.7195
4665_at,5.796
4666_at,13.879
4668_at,8.9714
4669_at,7.8947
467_at,6.6442
4670_at,11.07
4673_at,9.3534
4674_at,4.3287
4675_at,3.4746
4676_at,8.9445
4677_at,10.865
4678_at,6.9709
4680_at,4.9144
4682_at,7.5802
4683_at,9.3161
4684_at,3.8897
4685_at,3.5419
4686_at,7.1204
4688_at,4.9416
4689_at,4.2674
4690_at,8.6394
4691_at,12.517
4692_at,4.2968
4693_at,3.5494
4694_at,12.476
4695_at,10.192
4696_at,9.6235
4697_at,11.149
4698_at,10.502
47_at,10.303
4700_at,9.2777
4701_at,10.101
4702_at,10.822
4703_at,4.4078
4704_at,10.693
4705_at,5.4769
4706_at,12.144
4707_at,12.667
4708_at,10.624
4709_at,11.44
471_at,11.194
4710_at,6.1952
4711_at,12.001
4712_at,9.1859
4713_at,9.7796
4714_at,10.74
4715_at,11.187
4716_at,10.604
4717_at,7.5593
4718_at,8.6238
4719_at,6.4133
472_at,8.8169
4720_at,10.709
4722_at,10.355
4723_at,12.105
4724_at,9.8701
4725_at,12.6
4726_at,11.79
4728_at,11.417
473_at,4.8557
4731_at,7.0369
4733_at,11.179
4734_at,7.5517
4735_at,10.464
4738_at,12.386
4739_at,8.4946
474_at,3.5713
4741_at,3.8459
474171_at,3.6644
474344_at,3.5366
474354_at,4.066
4744_at,3.4917
4745_at,4.3881
4747_at,3.6623
475_at,10.135
4750_at,7.0747
4751_at,7.3598
4752_at,6.0289
4753_at,4.2517
4756_at,6.0367
4758_at,9.9313
4759_at,4.1985
476_at,11.455
4760_at,3.9173
4761_at,4.0473
4762_at,4.1464
4763_at,7.866
477_at,3.5972
4771_at,6.2276
4772_at,4.8994
4773_at,3.7221
4774_at,6.8477
4775_at,7.4171
4776_at,5.0296
4778_at,5.0006
4779_at,11.228
478_at,3.9528
4780_at,10.993
4781_at,6.8865
4782_at,5.6282
4783_at,9.2925
4784_at,5.4866
479_at,5.0086
4790_at,8.4781
4791_at,6.6025
4792_at,12.825
4793_at,6.6139
4794_at,7.2599
4795_at,5.9803
4796_at,4.6882
4798_at,6.7207
4799_at,6.2782
48_at,8.6003
480_at,3.5495
4800_at,7.1494
4801_at,7.8016
4802_at,7.3687
4803_at,4.6114
4804_at,7.2208
4807_at,5.0658
4808_at,3.6664
4809_at,10.78
481_at,12.55
4810_at,5.4617
4811_at,10.458
4814_at,9.2664
4815_at,5.7026
4817_at,8.6562
4818_at,3.8626
482_at,4.9166
4820_at,9.8799
4821_at,6.4736
4824_at,4.7015
4825_at,3.8874
4826_at,3.9665
4828_at,8.7064
4829_at,3.924
483_at,10.874
4830_at,11.842
4832_at,8.6415
4833_at,9.4107
4835_at,9.8742
4836_at,8.498
4837_at,10.48
4838_at,3.9636
4839_at,8.5687
4841_at,9.9351
4842_at,3.8548
4843_at,4.713
4846_at,4.404
4848_at,9.7956
4849_at,5.1422
4850_at,5.775
4851_at,6.5213
4852_at,3.6124
4853_at,8.8335
4854_at,5.1015
4855_at,4.5843
4856_at,4.6155
4857_at,3.719
4858_at,3.8125
4860_at,9.584
4861_at,3.929
4862_at,4.7318
4863_at,7.5242
4864_at,9.2091
4867_at,5.5702
4868_at,3.7904
4869_at,13.119
487_at,3.7562
4878_at,3.8958
4879_at,4.0388
488_at,9.6976
4880_at,3.7815
4881_at,5.0903
4882_at,5.1019
4883_at,4.0955
4884_at,4.7827
4885_at,3.5163
4886_at,3.5501
4887_at,3.7044
4888_at,4.1895
4889_at,4.198
489_at,5.2014
4891_at,9.8325
4892_at,3.7478
4893_at,9.0884
4897_at,4.0008
4898_at,10.7
4899_at,6.0298
490_at,8.4897
4900_at,4.658
4901_at,3.915
4902_at,5.3309
4905_at,9.7877
4907_at,9.6843
4908_at,5.4351
491_at,3.8111
4913_at,6.6223
4914_at,3.6605
4915_at,3.873
4916_at,4.3531
4917_at,3.6038
4919_at,6.515
492_at,3.7562
4920_at,3.9523
4921_at,5.05
4922_at,4.5918
4923_at,4.1934
492307_at,3.8666
492311_at,7.1705
4924_at,7.7594
4925_at,10.788
4926_at,8.6726
4927_at,10.361
4928_at,8.4107
4929_at,5.4186
493_at,8.2777
4931_at,8.854
4935_at,4.4925
493753_at,8.7614
4938_at,8.0704
493812_at,5.0504
493856_at,5.1483
493861_at,6.2412
493869_at,9.2801
4939_at,5.4231
493911_at,7.446
4940_at,8.9812
494115_at,8.4652
494143_at,6.51
4942_at,12.077
4943_at,5.6588
494470_at,3.6478
494513_at,7.3431
494514_at,5.7285
494558_at,4.3261
4946_at,12.94
4947_at,8.8671
4948_at,4.4938
495_at,3.7926
4952_at,8.6228
4953_at,11.165
4956_at,4.5644
4957_at,8.459
4958_at,3.9614
496_at,3.696
4967_at,8.2485
4968_at,6.6551
4969_at,3.6632
497049_at,4.4501
497189_at,3.9569
497258_at,3.644
4973_at,11.983
4974_at,4.31
4975_at,3.4712
4976_at,8.9282
497634_at,3.9866
4978_at,3.9372
498_at,12.012
4982_at,4.0166
4985_at,4.0911
49854_at,8.3381
49855_at,6.7802
49856_at,7.6895
4986_at,3.6506
49860_at,3.9503
49861_at,3.9471
4987_at,4.3992
4988_at,3.643
4990_at,3.8122
4991_at,4.9202
4992_at,4.4725
4993_at,3.8068
4994_at,3.4292
4995_at,3.5367
4998_at,5.9011
4999_at,7.5424
50_at,9.6575
5000_at,9.0264
5001_at,7.0861
5002_at,9.9861
5003_at,4.9682
5004_at,3.5092
5005_at,3.7099
5007_at,9.8454
5008_at,3.5504
5009_at,3.6469
501_at,5.0216
5010_at,4.9897
5013_at,4.2242
5015_at,3.5184
5016_at,6.7463
5017_at,6.1133
5018_at,11.446
5019_at,8.935
5020_at,3.5526
5021_at,6.0947
5023_at,3.9851
5024_at,3.8119
5025_at,9.3917
5026_at,8.5536
5027_at,4.4667
5028_at,3.4768
5029_at,7.3631
5030_at,3.8523
5031_at,7.7969
5033_at,9.2596
5034_at,11.609
503519_at,4.0302
503538_at,4.3387
503542_at,3.9485
503569_at,3.764
5036_at,7.8203
503693_at,5.4174
5037_at,10.072
5042_at,12.132
5045_at,7.6068
5046_at,5.134
5047_at,3.7193
5048_at,9.1274
50484_at,9.2308
50485_at,8.4876
50486_at,7.1172
50487_at,3.9729
50488_at,6.3962
50489_at,4.1814
5049_at,4.3362
5050_at,7.6892
50506_at,5.7161
50507_at,3.4114
50508_at,3.6167
50509_at,4.0973
5051_at,5.6233
50511_at,4.4172
50512_at,4.8859
50514_at,3.6139
50515_at,7.0611
5052_at,13.261
5053_at,3.3472
5054_at,7.26
5055_at,5.9635
5058_at,8.7743
506_at,12.233
50604_at,3.8532
50613_at,3.5734
50614_at,4.619
50615_at,3.944
50616_at,3.8851
50617_at,5.4261
50618_at,6.6836
50619_at,6.5292
5062_at,10.01
50626_at,6.2739
50628_at,8.1138
5063_at,3.7781
50632_at,3.4482
50636_at,5.4246
5064_at,6.3459
50640_at,9.6487
50649_at,5.8007
50650_at,8.3408
50651_at,4.0884
50652_at,3.4428
5066_at,9.3192
5067_at,3.5623
50674_at,3.7471
5068_at,3.7348
5069_at,3.9879
50700_at,3.7193
5071_at,3.6585
50717_at,6.6803
5073_at,8.9561
5074_at,8.3072
5075_at,3.747
5076_at,4.1239
5077_at,4.2217
5078_at,3.7902
5079_at,4.9434
5080_at,5.5659
50801_at,4.0042
50804_at,7.2413
50805_at,7.8753
50807_at,9.9167
50808_at,11.368
50809_at,9.8402
5081_at,4.2884
50810_at,9.2778
50813_at,9.0432
50814_at,8.6308
5082_at,7.3752
5083_at,4.3468
50831_at,4.198
50832_at,4.1239
50833_at,4.0861
50834_at,4.4492
50835_at,3.8003
50836_at,3.4527
50837_at,3.5573
50838_at,3.9168
50839_at,3.8651
50840_at,4.2029
50846_at,3.6474
50848_at,10.462
50852_at,3.8387
50853_at,4.8798
50854_at,12.293
50855_at,5.1547
50856_at,4.0904
50859_at,3.5552
50861_at,7.756
50862_at,9.6065
50863_at,3.8988
50865_at,10.588
5087_at,8.5749
5089_at,5.2719
509_at,12.376
5090_at,7.8222
5091_at,7.5465
5092_at,8.4754
5093_at,10.049
50937_at,4.5782
50939_at,3.5596
5094_at,8.2097
50940_at,3.5679
50943_at,4.0198
50944_at,3.7605
50945_at,3.1823
5095_at,9.0995
5096_at,9.3885
50964_at,3.8285
5097_at,5.2559
5098_at,4.5876
5099_at,7.7521
50999_at,8.0492
51_at,8.4591
5100_at,3.3969
51000_at,8.7431
51001_at,9.9082
51002_at,9.7479
51003_at,6.8526
51004_at,7.4724
51005_at,5.0217
51006_at,7.9529
51008_at,8.5111
51009_at,10.706
5101_at,4.3314
51010_at,7.7248
51011_at,8.5461
51012_at,9.2129
51013_at,9.8079
51014_at,9.1466
51015_at,7.2728
51016_at,7.3088
51018_at,7.8644
51019_at,10.391
51020_at,8.4314
51021_at,9.1658
51022_at,8.7412
51023_at,5.1214
51024_at,9.4847
51026_at,11.489
51027_at,7.0735
51028_at,8.3965
51029_at,9.2397
51031_at,10.629
51032_at,4.1414
51035_at,7.0033
5104_at,8.5229
51042_at,8.7118
51043_at,4.8327
51046_at,3.6439
5105_at,3.8136
51050_at,4.4206
51052_at,4.3806
51053_at,10.915
51054_at,6.8068
51056_at,9.4727
51057_at,5.2844
51058_at,6.7122
51059_at,3.8679
5106_at,8.8464
51060_at,12.004
51061_at,7.2309
51062_at,5.5191
51063_at,7.3149
51065_at,6.7874
51066_at,5.3175
51067_at,9.9745
51068_at,10.931
51069_at,7.7501
51070_at,10.317
51071_at,10.59
51073_at,7.8338
51075_at,11.751
51076_at,8.8273
51077_at,8.6374
51078_at,8.4725
51079_at,11.624
5108_at,6.9751
51081_at,9.8114
51082_at,9.4187
51083_at,9.4943
51084_at,7.7368
51085_at,5.0074
51087_at,6.4095
51088_at,8.0258
51090_at,7.9005
51091_at,5.3939
51092_at,8.7044
51093_at,8.0796
51094_at,10.509
51095_at,8.6077
51096_at,11.352
51097_at,8.6813
51098_at,9.3725
51099_at,6.6548
5110_at,10.876
51100_at,10.383
51101_at,5.6811
51102_at,7.6989
51103_at,9.2153
51104_at,7.5261
51105_at,7.6469
51106_at,9.6105
51107_at,9.0516
51108_at,9.0303
51109_at,11.139
5111_at,12.095
51110_at,9.1524
51111_at,9.7734
51112_at,8.0661
51114_at,7.5549
51115_at,8.8421
51116_at,9.0021
51117_at,8.2255
51118_at,10.844
51122_at,8.7589
51123_at,7.7117
51124_at,10.07
51125_at,9.2425
51126_at,11.154
51127_at,5.5831
51128_at,8.8882
51129_at,4.4257
51130_at,9.6362
51131_at,9.3669
51132_at,9.4955
51133_at,9.2572
51134_at,6.3152
51135_at,7.0606
51136_at,7.7145
51138_at,10.641
51141_at,10.117
51142_at,11.37
51143_at,8.1131
51144_at,11.985
51145_at,3.6057
51146_at,3.9469
51147_at,7.6834
51148_at,7.0329
51149_at,6.4541
51150_at,9.9432
51151_at,3.8759
51154_at,7.8741
51155_at,10.739
51156_at,3.6968
51157_at,6.5029
5116_at,6.9033
51160_at,8.7843
51161_at,5.3493
51162_at,7.8421
51163_at,8.3756
51164_at,9.1062
51166_at,5.7937
51167_at,7.7652
51168_at,4.3202
51170_at,9.7073
51171_at,4.2915
51172_at,6.8313
51174_at,8.6951
51175_at,8.4564
51176_at,4.3379
51177_at,4.7166
51179_at,4.0675
5118_at,5.4034
51181_at,9.9839
51182_at,8.4736
51184_at,10.194
51185_at,7.9476
51186_at,11.936
51187_at,11.231
51188_at,9.6129
5119_at,7.743
51191_at,8.5715
51192_at,10.239
51193_at,8.0813
51194_at,7.6157
51195_at,7.2024
51196_at,5.4109
51198_at,3.5883
51199_at,6.9028
51200_at,8.3785
51201_at,6.9532
51202_at,12.669
51203_at,10.681
51204_at,8.7445
51205_at,9.8099
51206_at,3.6783
51207_at,4.4954
51208_at,3.8767
51209_at,4.2013
5121_at,3.6026
51213_at,4.1227
51214_at,4.7724
51218_at,11.96
5122_at,3.5996
51222_at,4.7657
51224_at,4.7692
51225_at,4.4872
51226_at,8.753
51227_at,9.8275
51228_at,9.184
51230_at,8.7034
51231_at,6.9975
51232_at,10.746
51233_at,4.2515
51234_at,11.472
51237_at,3.6024
51239_at,6.1948
51244_at,6.221
51246_at,10.4
51247_at,11.284
51248_at,11.601
51249_at,9.426
5125_at,4.7612
51250_at,8.4197
51251_at,11.189
51252_at,4.2869
51253_at,10.435
51255_at,12.172
51256_at,9.3119
51257_at,5.6819
51258_at,10.149
51259_at,8.9362
5126_at,4.3417
51260_at,8.5642
51263_at,8.5146
51264_at,10.224
51265_at,6.0336
51266_at,3.8977
51267_at,4.782
51268_at,4.5986
5127_at,7.3444
51270_at,3.4605
51271_at,7.7812
51272_at,7.7666
51274_at,7.1459
51275_at,8.6493
51276_at,6.569
51277_at,5.5957
51278_at,11.848
51279_at,7.0565
5128_at,7.2782
51280_at,10.177
51281_at,4.014
51282_at,8.9363
51283_at,9.073
51284_at,4.0849
51285_at,4.4908
51286_at,4.8985
51287_at,11.097
51289_at,3.7757
5129_at,5.3683
51290_at,11.105
51291_at,4.8705
51292_at,9.7369
51293_at,7.4438
51294_at,4.3968
51295_at,6.707
51296_at,6.4943
51297_at,4.4735
51298_at,3.9061
51299_at,4.5545
513_at,7.2449
5130_at,6.4
51300_at,10.839
51301_at,3.8914
51302_at,3.8277
51303_at,10.636
51304_at,6.4853
51305_at,3.9716
51306_at,8.5777
51307_at,8.7951
51308_at,5.301
51309_at,9.5936
51310_at,6.6797
51311_at,3.9956
51312_at,8.2031
51313_at,5.561
51314_at,3.5045
51315_at,8.3761
51316_at,12.31
51317_at,6.4263
51318_at,7.2697
51319_at,7.732
5132_at,3.4234
51320_at,5.9057
51321_at,11.012
51322_at,9.9475
51324_at,10.222
51327_at,4.3936
51329_at,8.9444
5133_at,3.9923
51330_at,10.685
51332_at,4.0841
51333_at,5.3028
51334_at,3.797
51335_at,11.416
51337_at,6.9471
51338_at,3.4873
51339_at,4.2207
5134_at,7.3063
51340_at,7.634
51341_at,5.5664
51343_at,4.9505
51347_at,10.706
51348_at,6.1819
51350_at,4.127
51351_at,4.3776
51352_at,3.6283
5136_at,3.6065
51360_at,8.7027
51361_at,6.7585
51362_at,6.8324
51363_at,6.3109
51364_at,4.0473
51365_at,3.5316
51366_at,9.9498
51367_at,10.211
51368_at,6.2971
5137_at,3.9347
51371_at,8.5996
51373_at,9.9347
51374_at,12.29
51375_at,9.164
51377_at,8.626
51378_at,4.3387
51379_at,9.9396
5138_at,6.0453
51380_at,9.1773
51382_at,11.289
51384_at,3.888
51385_at,5.6618
51386_at,13.18
51388_at,8.9323
51389_at,10.611
5139_at,3.7082
51390_at,10.725
51393_at,4.3762
51397_at,7.596
51398_at,10.337
51399_at,10.349
5140_at,4.2077
51400_at,10.289
51406_at,11.603
51409_at,6.9951
5141_at,4.5112
51411_at,3.9
51412_at,3.9024
5142_at,4.129
51421_at,11.046
51422_at,8.5916
51426_at,8.6675
51427_at,6.2974
51428_at,8.4734
51429_at,8.9959
5143_at,4.2703
51430_at,10.559
51433_at,9.5302
51434_at,8.0147
51435_at,5.277
51438_at,4.8012
51439_at,11.141
5144_at,3.9724
51440_at,5.2053
51441_at,10.312
51442_at,8.6777
51444_at,8.387
51447_at,8.0955
51449_at,9.7
5145_at,3.8075
51450_at,5.8066
51451_at,9.28
51454_at,8.1556
51455_at,8.3984
51458_at,4.5968
5146_at,3.2263
51460_at,6.4947
51465_at,8.6689
51466_at,7.8826
5147_at,8.7121
51471_at,3.5395
51473_at,3.5999
51474_at,11.148
51475_at,4.3412
51477_at,10.274
51479_at,8.3218
5148_at,5.0707
5149_at,3.5107
51490_at,6.3184
51491_at,8.2211
51493_at,10.848
51495_at,12.063
51496_at,8.0937
51497_at,9.5994
51499_at,10.016
515_at,12.314
5150_at,7.515
51501_at,8.9972
51503_at,11.692
51504_at,13.072
51506_at,10.342
51507_at,10.176
5151_at,8.1908
51510_at,10.728
51512_at,7.937
51513_at,4.6533
51514_at,7.8841
51517_at,7.6711
5152_at,5.9143
51520_at,8.8581
51522_at,12.222
51523_at,8.9489
51524_at,9.8652
51526_at,8.9498
51527_at,10.26
51528_at,9.7884
51529_at,7.5774
5153_at,5.4851
51530_at,8.4246
51531_at,7.2288
51533_at,4.4325
51534_at,9.9552
51535_at,6.631
51537_at,7.9116
51538_at,9.7599
5154_at,9.097
51542_at,9.7074
51545_at,8.2156
51547_at,7.9168
51548_at,5.827
5155_at,6.3612
51550_at,9.1158
51552_at,8.1306
51555_at,3.7981
51557_at,3.3589
51559_at,7.2342
5156_at,3.3805
51560_at,5.075
51561_at,5.3406
51562_at,8.5369
51564_at,6.6331
51566_at,10.165
51567_at,10.372
51569_at,8.4304
5157_at,5.5444
51571_at,9.4936
51573_at,10.132
51574_at,8.6907
51575_at,9.2153
5158_at,5.3959
51582_at,11.736
51585_at,8.4819
51586_at,7.7794
51588_at,5.5238
5159_at,4.4818
51592_at,8.8585
51593_at,7.8661
51594_at,6.0561
51596_at,11.187
51599_at,10.574
516_at,9.6011
5160_at,9.3578
51601_at,8.0491
51602_at,11.934
51603_at,8.5311
51604_at,10.051
51605_at,9.3504
51606_at,9.5466
51608_at,8.5304
5161_at,4.0887
51611_at,7.967
51614_at,11.816
51616_at,7.8654
51617_at,3.6959
51619_at,6.7468
5162_at,9.8778
51621_at,6.5109
51626_at,7.7606
51629_at,9.2458
5163_at,7.2118
51631_at,9.1576
51633_at,9.1211
51634_at,8.393
51635_at,11.804
51637_at,13.066
51639_at,12.509
5164_at,6.0245
51642_at,10.878
51643_at,11.275
51645_at,10.791
51646_at,10.719
51647_at,11.376
51649_at,11.053
5165_at,7.5888
51650_at,9.6403
51651_at,10.55
51654_at,9.5135
51655_at,5.7466
51657_at,8.4611
51659_at,8.2872
5166_at,4.3005
51660_at,10.514
51661_at,5.2242
51663_at,8.3574
51665_at,6.8132
51666_at,3.803
51667_at,8.4751
51668_at,10.228
51669_at,11.613
5167_at,4.0249
51673_at,5.9667
51676_at,4.3353
51678_at,6.857
5168_at,3.9143
51684_at,4.3053
51686_at,4.4279
5169_at,3.8188
51690_at,9.9584
51691_at,5.5509
51692_at,9.2199
51693_at,8.2486
51696_at,8.8539
51699_at,11.45
517_at,12.236
5170_at,8.2029
51700_at,8.028
51701_at,7.0089
51702_at,9.4866
51703_at,6.009
51704_at,6.0729
51705_at,3.7078
51706_at,9.4555
51710_at,7.0123
51714_at,10.678
51715_at,7.9569
51716_at,3.7215
51719_at,9.8721
5172_at,3.7003
51720_at,9.5736
51725_at,4.1202
51726_at,11.821
51727_at,10.954
51728_at,8.3126
51729_at,9.5691
5173_at,4.345
51733_at,4.517
51734_at,8.3385
51735_at,6.109
51738_at,3.8156
51741_at,5.8219
51742_at,9.2461
51744_at,4.1506
51747_at,12.058
5175_at,4.1653
51750_at,6.1729
51751_at,4.2801
51752_at,7.1139
51754_at,6.4518
51755_at,8.3334
51759_at,8.6119
5176_at,9.2933
51760_at,7.0665
51761_at,3.9806
51762_at,7.6313
51763_at,7.2147
51764_at,3.7357
51765_at,8.126
51768_at,7.9285
51773_at,8.5193
51776_at,10.183
51778_at,3.5398
5178_at,3.5732
51780_at,9.3764
5179_at,3.9381
518_at,11.74
51802_at,3.5604
51804_at,6.3776
51805_at,8.4694
51806_at,3.5218
51807_at,3.9515
51808_at,6.5263
51809_at,10.745
51816_at,4.7506
5184_at,8.9053
5187_at,6.5705
5188_at,6.5321
5189_at,7.4233
5190_at,7.9389
5191_at,8.5133
5192_at,6.7784
5193_at,7.4524
5194_at,7.4252
5195_at,8.4926
5196_at,3.8421
5197_at,3.487
