ID_REF,VALUE
149076_at,10.357
149086_at,3.8816
149095_at,3.8679
1491_at,7.5172
149111_at,4.1351
149134_at,3.8269
149175_at,8.5538
149233_at,3.585
1493_at,3.8707
149345_at,5.731
149371_at,8.6486
149373_at,4.2248
149420_at,6.3118
149428_at,3.7997
149461_at,4.5658
149465_at,4.9829
149466_at,6.6105
149473_at,6.1726
149483_at,5.048
149499_at,3.6523
1495_at,10.411
149563_at,3.8741
1496_at,4.1014
149603_at,7.3565
149620_at,3.4428
149628_at,3.4255
149643_at,3.4704
149647_at,3.8678
149650_at,3.3875
149685_at,4.3175
149699_at,4.0911
1497_at,6.3114
149708_at,3.6926
149773_at,4.3164
149775_at,5.5818
149830_at,3.7254
149840_at,5.1999
1499_at,7.9746
149951_at,9.0037
149954_at,4.3107
149986_at,4.6749
149998_at,3.642
15_at,3.6235
150_at,3.5993
150000_at,3.6658
150051_at,4.7697
150082_at,4.5207
150084_at,3.7324
150094_at,6.0748
1501_at,3.7036
150135_at,4.5924
150142_at,4.1213
150147_at,4.1543
150159_at,3.8265
150160_at,3.8073
150197_at,4.1935
150209_at,5.7604
150223_at,9.6832
150244_at,4.7961
150274_at,7.9711
150275_at,6.9187
150280_at,3.7877
150290_at,6.253
150291_at,6.7625
150297_at,3.8022
1503_at,8.5754
150350_at,3.468
150353_at,3.4755
150356_at,3.9332
150365_at,4.3931
150368_at,6.967
150372_at,4.4232
150379_at,4.0407
150381_at,9.3225
150383_at,5.9069
150384_at,4.141
150465_at,7.5841
150468_at,7.7845
150538_at,3.6227
150568_at,3.6664
150572_at,3.6502
150577_at,3.7323
150590_at,5.0132
150596_at,3.757
1506_at,4.2314
150622_at,3.6809
150677_at,3.9481
150678_at,8.8152
150684_at,9.3467
150696_at,7.5774
150709_at,3.5315
150726_at,6.4905
150737_at,6.1129
150759_at,4.191
150771_at,5.605
1508_at,9.5888
150864_at,5.5959
1509_at,9.1018
150946_at,5.6879
150962_at,4.4464
150967_at,4.8413
150992_at,3.5571
151_at,4.5209
1510_at,4.3118
151011_at,9.7021
151050_at,3.8868
151056_at,5.1841
1511_at,4.3099
151112_at,3.3853
151121_at,3.6998
151126_at,3.5174
151162_at,8.973
151171_at,5.2706
151174_at,3.8766
151176_at,6.6123
151188_at,8.0735
151194_at,6.7629
151195_at,8.3475
1512_at,12.216
151242_at,8.1985
151246_at,8.3986
151254_at,3.4791
151258_at,3.821
151278_at,4.1913
151295_at,4.0153
1513_at,6.4677
151300_at,3.6296
151306_at,3.9194
151354_at,3.6709
151393_at,4.1009
1514_at,10.673
151473_at,8.8971
151477_at,4.5132
151484_at,4.7651
1515_at,10.771
151516_at,4.6716
151525_at,8.7722
151531_at,3.5868
151534_at,6.0082
151556_at,4.8051
151613_at,10.837
151636_at,9.4444
151647_at,3.6116
151648_at,4.9743
151649_at,3.3433
151651_at,3.2668
151658_at,3.5624
151742_at,3.5141
151760_at,4.1068
151790_at,3.373
151827_at,4.3902
151835_at,4.0133
151871_at,3.7462
151877_at,4.5514
151887_at,6.7436
151888_at,3.9718
1519_at,6.4867
151903_at,9.2471
151963_at,8.8963
151987_at,5.7962
152_at,5.3542
1520_at,7.1469
152002_at,7.0556
152006_at,7.4874
152007_at,4.8529
152024_at,3.54
152065_at,3.7792
152078_at,4.4872
152098_at,3.5402
1521_at,4.6328
152100_at,9.1741
152118_at,3.4766
152137_at,8.477
152185_at,5.1486
152189_at,7.2038
152195_at,5.1674
1522_at,8.0581
152206_at,4.203
152217_at,10.638
152225_at,3.4605
152273_at,4.1948
1523_at,7.8279
152330_at,3.5177
1524_at,3.8274
152404_at,3.7802
152405_at,3.3992
152485_at,6.9161
1525_at,8.8844
152503_at,6.0559
152518_at,8.2189
152559_at,8.5204
152573_at,3.6407
152578_at,3.6709
152579_at,7.5388
152586_at,3.4086
152641_at,4.38
152742_at,3.6741
152756_at,4.671
152789_at,3.7184
1528_at,9.8821
152815_at,7.1691
152816_at,4.8082
152831_at,3.8
152877_at,3.6403
152926_at,8.0976
152940_at,3.6125
152992_at,5.0603
153_at,4.2047
153020_at,3.7331
153090_at,5.6133
153129_at,8.8618
153218_at,3.911
153222_at,7.8361
153241_at,5.7781
153328_at,4.0939
153339_at,11.108
153364_at,4.0659
153396_at,9.6886
1534_at,9.6817
153443_at,6.2859
153469_at,4.0066
153478_at,5.1732
1535_at,11.277
153527_at,10.53
153562_at,6.3902
153572_at,11.207
153579_at,5.263
1536_at,4.1598
153642_at,6.5913
153643_at,3.6139
153657_at,3.4717
153684_at,5.3113
1537_at,9.7798
153733_at,5.6665
153745_at,3.678
153768_at,8.6286
153769_at,7.5106
153770_at,3.8364
1538_at,3.4424
153830_at,9.8374
1539_at,3.4895
153918_at,4.0222
154_at,9.0664
1540_at,7.1909
154007_at,7.9854
154043_at,7.0795
154075_at,3.8491
154089_at,3.6482
154091_at,7.1456
154092_at,4.0018
154141_at,7.2965
154197_at,3.8153
154214_at,7.0415
154215_at,3.5016
154288_at,3.6778
1543_at,9.1943
154313_at,4.5853
1544_at,5.0178
154442_at,3.9624
154467_at,7.5264
1545_at,9.0921
154661_at,3.4891
154664_at,3.3498
154743_at,6.7604
154754_at,3.8265
154790_at,4.7058
154791_at,6.6329
154796_at,6.2795
1548_at,5.2521
154810_at,9.3315
154822_at,3.9722
154865_at,3.5768
154872_at,3.928
154881_at,5.0183
1549_at,3.8625
155_at,4.1033
155006_at,4.2314
155038_at,3.6931
155051_at,4.1869
155054_at,4.4137
155060_at,4.568
155061_at,7.6766
155066_at,6.9288
1551_at,3.7507
155185_at,4.5283
1553_at,5.5862
155368_at,5.9313
155382_at,5.1082
155400_at,7.8056
155435_at,5.7701
155465_at,3.8115
1555_at,3.902
1556_at,5.3578
1557_at,4.3593
1558_at,3.4671
1559_at,4.495
156_at,7.5724
1562_at,3.7772
157_at,5.3115
1571_at,4.576
157247_at,6.7957
157273_at,3.8
157285_at,9.3072
1573_at,4.6134
157310_at,3.9303
157313_at,7.3918
157378_at,7.8524
157381_at,4.0808
157506_at,6.7231
157556_at,3.7778
157567_at,8.4917
157570_at,4.9257
157574_at,7.6581
1576_at,4.8211
157627_at,4.2682
157638_at,7.7316
157657_at,7.5869
157680_at,6.3015
157695_at,4.9879
157697_at,6.2648
1577_at,5.092
157724_at,3.7224
157739_at,4.0865
157753_at,3.5367
157769_at,10.441
157773_at,3.6197
157777_at,3.9041
157807_at,3.9022
157855_at,3.9706
157869_at,3.8025
1579_at,4.6956
157922_at,6.1953
157927_at,3.9932
157983_at,3.8864
158_at,10.691
1580_at,4.9944
158035_at,3.7904
158038_at,4.6736
158046_at,3.2811
158055_at,5.1237
158056_at,4.6547
158067_at,5.8725
1581_at,3.7121
158131_at,4.8023
158135_at,4.3219
158158_at,7.1091
1582_at,3.974
158219_at,5.174
158228_at,4.5164
158248_at,3.7946
158293_at,7.8608
158295_at,4.0021
158297_at,4.4358
1583_at,5.198
158314_at,3.7326
158326_at,3.8
158358_at,7.8379
158376_at,5.824
158381_at,3.4564
158399_at,4.5253
1584_at,3.562
158401_at,7.2993
158427_at,8.3659
158471_at,4.0013
1585_at,4.6559
158506_at,3.9407
158521_at,3.3589
158572_at,4.3737
158584_at,4.9395
158586_at,5.5755
1586_at,4.2212
158696_at,3.611
1587_at,3.558
158724_at,3.2902
158747_at,7.8464
158763_at,3.6934
158787_at,4.4655
158798_at,3.4429
1588_at,3.9369
158800_at,4.1358
158801_at,4.5424
158809_at,3.3834
158830_at,3.6301
158833_at,4.0606
158866_at,3.6303
158880_at,5.2295
1589_at,5.2908
159_at,9.0838
159013_at,7.8992
159090_at,9.6311
159091_at,5.2629
1591_at,8.3091
159162_at,3.487
159195_at,7.8835
1592_at,5.6446
159296_at,4.6314
1593_at,6.4385
1594_at,6.287
1595_at,9.4114
159686_at,3.5992
159963_at,3.325
159989_at,3.3966
16_at,11.567
160_at,5.7909
1600_at,3.6112
160065_at,3.5452
1601_at,7.2503
160140_at,4.0895
1602_at,3.6588
160287_at,3.7455
160298_at,4.7813
1603_at,12.491
160313_at,4.211
160335_at,5.3447
160364_at,3.6376
160365_at,3.6173
1604_at,10.77
160418_at,8.9059
160419_at,3.437
160428_at,5.8958
160492_at,4.3706
1605_at,9.0085
160518_at,6.0727
1606_at,7.4947
160622_at,5.092
1607_at,3.3884
160728_at,3.9766
160760_at,8.0942
160762_at,3.7258
160777_at,4.7488
1608_at,4.4572
160851_at,4.758
160897_at,5.8759
1609_at,6.2074
161_at,8.2848
1610_at,4.2668
161003_at,4.3351
1611_at,10.073
161142_at,4.1385
161145_at,4.6344
161176_at,4.0431
161198_at,4.2203
1612_at,7.5429
161247_at,4.2382
161253_at,6.1026
161291_at,6.508
1613_at,5.1777
161357_at,3.3794
161394_at,3.8604
161424_at,5.3446
161436_at,3.7706
1615_at,11.444
161502_at,3.4689
161514_at,3.7822
161582_at,4.2544
1616_at,7.4069
161635_at,3.4375
161725_at,4.0362
161742_at,4.9404
161753_at,4.2035
161779_at,5.376
1618_at,3.5898
161823_at,5.5826
161829_at,4.2986
161835_at,3.3456
161882_at,6.6481
161931_at,4.5806
162_at,7.3009
1620_at,3.8496
162073_at,7.7092
162083_at,3.9952
1621_at,3.8688
162137_at,3.6392
1622_at,12.335
162239_at,7.3431
162282_at,3.6564
162333_at,3.7689
162387_at,4.509
162394_at,7.1302
162417_at,5.4704
162427_at,9.9858
162461_at,5.068
162466_at,3.6895
162494_at,4.31
162514_at,4.6212
162515_at,3.8545
162517_at,3.6818
162540_at,3.6191
162655_at,5.846
162681_at,4.5413
1627_at,7.2971
1628_at,6.2342
1629_at,7.6929
162962_at,4.7431
162963_at,6.5191
162966_at,8.784
162967_at,7.2442
162968_at,4.3055
162979_at,4.8053
162989_at,9.3223
162993_at,4.291
162998_at,3.8302
163_at,9.7528
1630_at,3.4499
163033_at,6.406
163050_at,6.935
163051_at,3.7906
163071_at,9.6903
163081_at,8.3549
163087_at,6.934
163115_at,3.7574
163126_at,9.2166
163131_at,4.967
163154_at,4.0562
163175_at,4.8112
163183_at,9.5606
1632_at,9.0102
163227_at,3.5646
163255_at,4.1362
163259_at,4.4965
1633_at,8.2154
163351_at,3.5526
1634_at,4.3471
163404_at,3.6967
163479_at,4.2333
163486_at,5.6465
1635_at,9.473
163589_at,3.9649
163590_at,6.6558
1636_at,4.0148
163688_at,4.0256
163702_at,6.4489
163720_at,3.904
163732_at,6.9621
163747_at,4.704
163778_at,6.6212
163782_at,5.8073
163786_at,8.9032
1638_at,4.1619
163859_at,7.7973
163882_at,6.8055
1639_at,7.1738
163933_at,4.0565
164_at,8.8766
164045_at,3.4751
164091_at,6.5587
1641_at,3.6461
164127_at,3.4632
1642_at,10.929
164237_at,3.1391
164284_at,5.1142
1643_at,8.9491
164312_at,3.7656
164380_at,3.6022
164395_at,4.009
1644_at,4.0835
1645_at,6.1495
164592_at,4.3384
1646_at,7.0291
164633_at,3.9699
164656_at,4.505
164684_at,4.7051
1647_at,11.131
164781_at,4.2648
164832_at,4.0926
1649_at,9.7919
165_at,4.3636
1650_at,12.143
165055_at,7.2347
165082_at,3.8392
165100_at,3.9066
165140_at,5.8937
165186_at,3.6736
1652_at,10.837
165215_at,4.7559
1653_at,11.105
165324_at,10.031
1654_at,8.5973
1655_at,10.88
165530_at,4.5336
165545_at,6.065
1656_at,5.8201
165631_at,3.6662
165679_at,3.9265
1657_at,5.881
165721_at,3.7369
165829_at,4.2009
1659_at,8.964
165904_at,5.1106
165918_at,7.2087
166_at,8.6033
1660_at,8.3363
166012_at,4.1536
1662_at,8.1998
1663_at,8.9683
166336_at,4.5679
166348_at,4.3682
166378_at,5.2113
166379_at,5.6699
1665_at,11.461
1666_at,9.8745
166614_at,3.935
166647_at,8.1274
166752_at,3.4949
166785_at,4.6953
166793_at,5.7718
166815_at,9.7601
166824_at,6.2534
166863_at,3.4503
1669_at,3.7138
166929_at,6.6053
166968_at,6.0487
166979_at,4.0473
167_at,3.6014
1670_at,3.9681
1671_at,4.2384
167153_at,9.3377
1672_at,6.264
167227_at,5.4192
167359_at,4.1565
1674_at,4.5891
167410_at,3.6021
167465_at,3.3151
1675_at,7.5781
1676_at,7.8982
167681_at,3.5466
167691_at,5.7562
1677_at,4.8311
1678_at,6.4438
167826_at,3.5932
167838_at,3.7896
168002_at,5.2921
168090_at,3.5414
168374_at,4.8746
168391_at,3.5679
168400_at,3.491
168433_at,3.9954
168448_at,3.0963
168451_at,7.2472
168455_at,7.6645
168507_at,3.6852
168537_at,3.3159
168544_at,4.7174
168667_at,4.4036
1687_at,11.181
168741_at,3.6283
168850_at,6.4586
168975_at,3.7472
1690_at,10.231
169026_at,4.9941
169044_at,3.8354
169166_at,3.5914
169200_at,6.1027
169270_at,4.4561
169355_at,3.5142
169436_at,3.8817
169522_at,3.533
169611_at,10.538
169693_at,3.6548
169714_at,7.4687
169792_at,5.9091
169834_at,5.1868
169841_at,4.4802
169966_at,3.5389
169981_at,6.1765
170062_at,3.5364
170063_at,3.6074
170261_at,3.8698
170302_at,4.2282
170370_at,3.6695
170384_at,5.4674
170392_at,3.6716
170394_at,5.4205
170425_at,4.2985
170463_at,6.4699
170482_at,3.4556
170487_at,5.1029
170506_at,11.325
170572_at,4.2715
170575_at,3.9464
170589_at,4.6255
170591_at,3.6499
170622_at,5.846
170626_at,4.8229
170679_at,3.9989
170680_at,4.2406
170685_at,3.8797
170689_at,4.2784
170690_at,4.4425
170691_at,3.7735
170692_at,3.8661
170712_at,3.6613
170825_at,4.0597
170850_at,4.0927
170954_at,8.526
170960_at,7.9733
170961_at,3.602
171017_at,8.0004
171019_at,3.4661
171023_at,8.809
171024_at,3.7755
171169_at,3.8849
171177_at,8.2223
171220_at,5.4945
171389_at,3.5107
171391_at,5.4239
171392_at,3.227
171425_at,5.6057
171482_at,3.8265
171483_at,3.6325
171484_at,3.4727
171546_at,10.125
171558_at,5.219
171568_at,6.7154
171586_at,10.356
1716_at,10.058
1717_at,10.884
1718_at,10.858
172_at,5.1817
1720_at,3.5216
1723_at,5.6984
1725_at,9.2188
1727_at,10.962
1728_at,11.459
1729_at,8.2335
173_at,3.8468
1730_at,10.118
1731_at,4.0952
1733_at,3.7623
1734_at,7.3013
1735_at,4.5716
1736_at,10.26
1737_at,9.3062
1738_at,8.5562
1739_at,11.189
174_at,3.5623
1740_at,3.8142
1741_at,6.4919
1742_at,4.3871
1743_at,10.18
1745_at,5.3117
1746_at,5.336
1747_at,5.1684
1748_at,5.0062
1749_at,3.7856
175_at,7.2719
1750_at,4.4255
1755_at,4.7532
1756_at,6.0496
1757_at,3.9097
1758_at,3.7612
1759_at,7.8269
176_at,4.2737
1760_at,5.6822
1761_at,3.6139
1762_at,6.0512
1763_at,6.703
1767_at,4.1934
1768_at,3.7441
1769_at,4.1653
177_at,4.0186
1770_at,4.1025
1773_at,4.5834
1774_at,9.3904
1775_at,4.6065
1776_at,4.1235
1777_at,8.2628
1778_at,7.9751
178_at,9.0478
1780_at,5.6971
1783_at,10.322
1785_at,6.2785
1786_at,10.398
1787_at,5.5691
1788_at,5.6392
1789_at,8.9415
1791_at,3.7198
1793_at,6.7009
1794_at,3.4917
1795_at,3.8223
1796_at,4.6589
1797_at,7.2235
1798_at,9.315
18_at,5.7073
1800_at,3.8491
1802_at,7.1676
1803_at,4.7297
1804_at,4.0283
1805_at,3.8335
1806_at,5.8503
1807_at,3.6763
1808_at,9.4429
1809_at,3.7905
181_at,4.6479
1810_at,8.5643
1811_at,3.5339
1812_at,3.6036
1813_at,4.247
1814_at,3.544
1815_at,3.7093
1816_at,3.6462
1819_at,7.4629
182_at,8.8537
1820_at,7.0096
1821_at,3.9477
1822_at,5.8888
1823_at,4.279
1824_at,7.3885
1825_at,8.0864
1826_at,3.8258
1827_at,6.6071
1828_at,3.7903
1829_at,11.051
183_at,4.1234
1830_at,8.9406
1831_at,8.1446
1832_at,12.516
1833_at,3.5087
1834_at,3.3962
1836_at,8.448
1837_at,3.9933
1838_at,4.9869
1839_at,8.1589
1840_at,5.346
1841_at,9.0841
1842_at,4.0365
1843_at,7.7506
1844_at,4.5754
1845_at,8.659
1846_at,7.3967
1847_at,9.3988
1848_at,10.101
1849_at,5.8923
185_at,3.6336
1850_at,5.4238
1852_at,5.3822
1854_at,8.5537
1855_at,6.7671
1856_at,7.7581
1857_at,9.2935
1859_at,4.7483
186_at,3.7312
1861_at,9.5554
1869_at,6.0676
187_at,4.4071
1870_at,4.7385
1871_at,7.2358
1874_at,7.4736
1875_at,6.9028
1877_at,6.7016
1879_at,3.6622
1880_at,3.8713
1889_at,6.9278
189_at,3.9466
1890_at,5.5993
1891_at,13.181
1892_at,10.901
1893_at,7.8445
1894_at,10.053
1896_at,3.7477
19_at,7.3863
190_at,3.8843
1901_at,5.1622
1902_at,7.8886
1903_at,5.6918
1906_at,7.9658
1907_at,4.1951
1908_at,3.7165
1909_at,3.7857
191_at,11.331
1910_at,3.8712
1912_at,9.1236
1915_at,9.2225
191585_at,3.8761
1917_at,9.8932
192111_at,5.7024
192134_at,4.2718
192286_at,9.9873
192666_at,4.603
192668_at,4.8027
192669_at,8.2727
192670_at,5.7727
192683_at,5.2697
1936_at,12.159
193629_at,3.4677
1938_at,13.093
1939_at,9.5472
1942_at,10.405
1943_at,4.7
1944_at,6.4677
1945_at,8.1759
1946_at,5.8514
1947_at,4.8755
1948_at,8.1939
1949_at,5.9282
1950_at,4.836
1951_at,6.4703
1952_at,8.2565
1953_at,7.3088
1954_at,6.0976
1955_at,5.9625
1956_at,8.2986
1958_at,8.8636
195814_at,6.6493
195827_at,8.7604
195828_at,7.9747
1959_at,3.6189
196_at,10.86
1960_at,3.4571
196047_at,4.3697
196051_at,4.2517
196074_at,8.8046
1961_at,3.8964
1962_at,7.8891
196294_at,6.6724
196374_at,3.7461
196383_at,8.7908
196385_at,4.1556
196394_at,7.4625
1964_at,8.5685
196403_at,4.6358
196410_at,4.4267
196415_at,3.7538
196441_at,9.7966
196446_at,3.8267
196463_at,6.5912
196472_at,3.6234
196475_at,3.6758
196477_at,3.6332
1965_at,10.727
196500_at,3.9346
196513_at,8.0501
196527_at,9.6851
196528_at,8.2251
196541_at,3.5219
1967_at,10.426
196740_at,3.8607
196743_at,6.5041
196792_at,7.2703
1968_at,11.57
196872_at,5.9909
196883_at,5.7529
1969_at,10.012
196913_at,3.9396
196951_at,3.7193
196968_at,4.4233
196993_at,4.2899
196996_at,8.3096
197_at,3.9602
197003_at,3.8004
197131_at,8.1402
197135_at,5.0964
197187_at,4.6098
197196_at,3.6988
197257_at,4.0441
197258_at,7.9637
197259_at,7.0919
197320_at,4.6515
197322_at,4.5024
197335_at,5.3546
197350_at,3.6317
197358_at,3.9731
197370_at,9.3305
1974_at,13.496
197407_at,6.9047
1977_at,6.4086
1978_at,9.0556
1979_at,6.5374
1981_at,10.135
1982_at,12.305
1983_at,10.77
1984_at,11.095
198437_at,4.1623
199_at,4.4035
1990_at,4.6208
1991_at,3.765
1992_at,10.748
199221_at,4.9644
199223_at,4.7899
1993_at,6.3642
1994_at,7.6782
1995_at,3.9225
1996_at,4.0681
199675_at,4.447
199692_at,8.2863
199699_at,4.1311
1997_at,8.3364
199704_at,8.0366
199713_at,4.0346
199720_at,3.7322
199731_at,4.7009
199745_at,5.7273
199746_at,7.0518
199777_at,4.1485
199786_at,4.2285
1998_at,7.3867
199800_at,4.4892
199857_at,8.4116
199870_at,4.0917
199899_at,4.067
1999_at,7.606
199920_at,3.8411
199953_at,6.0521
199964_at,8.3321
199974_at,3.5494
199990_at,6.7313
2_at,3.895
20_at,5.3672
2000_at,9.0975
200010_at,3.7406
200014_at,6.3106
200035_at,5.6322
200058_at,7.7017
200081_at,8.6199
2001_at,4.0829
200132_at,3.5099
200150_at,3.4784
200159_at,3.8847
200162_at,3.777
200172_at,4.5479
200185_at,11.745
200186_at,6.3207
200197_at,3.8335
2002_at,5.6614
200205_at,5.7316
200232_at,3.8141
200261_at,3.9789
200298_at,4.6471
200312_at,4.8519
200315_at,3.8194
200316_at,4.3387
200317_at,4.2346
200373_at,3.8094
2004_at,4.3634
200403_at,3.6324
200407_at,4.5615
200424_at,6.5141
2005_at,5.4487
200504_at,4.205
200523_at,3.7793
200539_at,5.1468
200558_at,3.4353
200576_at,7.1277
2006_at,4.0766
200634_at,8.5305
200728_at,7.2309
200734_at,5.0699
200765_at,8.4983
200772_at,3.9721
200844_at,5.9213
200845_at,6.5651
200879_at,7.5005
200894_at,7.3085
200895_at,5.2764
2009_at,5.2434
200916_at,10.812
200931_at,4.0725
200933_at,8.0303
200942_at,8.0626
200958_at,9.5759
200959_at,3.5022
2010_at,7.9262
2011_at,5.6237
201134_at,6.5616
201140_at,3.8692
201158_at,6.3534
201161_at,9.9697
201163_at,6.0694
201164_at,6.9357
201176_at,5.6797
201181_at,5.6798
201191_at,5.0497
2012_at,10.572
201229_at,7.1129
201243_at,3.5908
201254_at,9.462
201255_at,4.3279
201266_at,9.2813
201283_at,7.8881
201292_at,6.7043
201294_at,5.4779
201299_at,7.7981
2013_at,9.1263
201305_at,4.1786
2014_at,8.7438
201456_at,4.4686
201475_at,7.8471
201477_at,3.7507
2015_at,7.1748
201501_at,3.763
201514_at,5.8397
201516_at,4.5514
2016_at,3.6584
201617_at,3.6912
201625_at,3.9757
201626_at,7.5593
201627_at,9.7641
201633_at,4.0872
201651_at,5.0458
2017_at,10.194
201725_at,5.4173
201780_at,3.5615
201798_at,3.6086
201799_at,7.3038
2018_at,4.0746
201895_at,9.4641
2019_at,4.4499
201931_at,7.8085
201973_at,8.7742
202_at,9.3029
2020_at,4.4341
202018_at,7.3446
202051_at,8.0219
202052_at,7.0203
2021_at,7.1821
202151_at,3.1906
2022_at,4.8889
202243_at,6.4584
202299_at,3.9624
2023_at,10.174
202309_at,3.6463
202333_at,4.4395
202374_at,3.5443
202459_at,4.3708
202500_at,3.9057
202559_at,3.828
2026_at,8.4211
2027_at,5.7293
202781_at,8.8106
2028_at,3.5284
202865_at,3.7951
2029_at,7.9129
202915_at,6.1126
203_at,7.8682
2030_at,6.9132
203054_at,4.9263
203062_at,4.2423
203068_at,11.414
203069_at,7.5181
203074_at,3.6664
203076_at,4.1129
203100_at,4.0603
203102_at,3.7277
203111_at,4.551
203190_at,4.2749
203197_at,6.5817
203228_at,6.0259
203238_at,4.1903
203245_at,6.2712
203259_at,6.4433
203260_at,6.6244
203286_at,5.8704
2033_at,7.4229
203328_at,5.8878
2034_at,9.8454
203413_at,3.5091
203427_at,9.3468
203430_at,4.9416
203447_at,3.6926
2035_at,5.2339
203522_at,5.6238
203523_at,6.4939
203547_at,8.1682
203562_at,3.8952
2036_at,6.2383
2037_at,6.4712
2038_at,4.0851
203859_at,3.4928
2039_at,6.9243
204_at,8.212
2040_at,11.48
2041_at,6.3255
2042_at,3.4712
204219_at,4.7493
2043_at,4.788
2044_at,3.4446
204474_at,4.1101
2045_at,3.4516
2046_at,4.273
2047_at,3.9706
2048_at,7.2209
204801_at,3.9769
204851_at,6.8605
2049_at,6.6001
204962_at,4.4515
205_at,9.467
2050_at,6.254
2051_at,4.4309
205147_at,3.9186
2052_at,9.4129
205251_at,8.1013
2053_at,4.9682
205327_at,8.6081
2054_at,7.3264
205428_at,3.9131
2055_at,5.8446
205564_at,7.8861
2056_at,3.7652
2057_at,5.7569
205717_at,5.1902
2058_at,9.7824
205860_at,4.2283
2059_at,9.9601
2060_at,9.8868
2063_at,6.3872
206338_at,3.4991
206358_at,5.7277
2064_at,7.6068
206412_at,3.831
2065_at,9.4335
2066_at,3.7212
2067_at,9.1301
2068_at,7.3147
2069_at,9.9016
207_at,9.6541
2070_at,3.8843
207063_at,5.7025
2071_at,8.9397
207107_at,8.0279
2072_at,6.8812
2074_at,5.4463
2077_at,6.458
2078_at,3.5713
2079_at,12.944
208_at,6.4793
2081_at,4.2202
2091_at,12.094
2098_at,10.761
2099_at,4.4495
21_at,6.136
210_at,6.6171
2100_at,4.0707
2101_at,6.0383
2103_at,3.6461
2104_at,3.9068
2107_at,11.206
2108_at,11.326
2109_at,8.6463
211_at,9.1967
2110_at,5.5232
2113_at,6.7108
2114_at,7.7509
2115_at,4.3561
2116_at,4.2572
2117_at,5.5672
2118_at,5.7994
2119_at,6.1334
212_at,4.2338
2120_at,7.0128
2121_at,4.177
2122_at,5.6988
2123_at,5.0271
2124_at,4.9569
2125_at,6.7449
2128_at,3.6975
213_at,3.4185
2130_at,6.9627
2131_at,11.361
2132_at,10.167
2134_at,4.1352
2135_at,7.2424
2137_at,5.7766
2138_at,3.8861
2139_at,4.1659
214_at,12.055
2140_at,6.5633
2145_at,7.7201
2146_at,7.8401
2147_at,3.808
2149_at,9.9297
215_at,5.4194
2150_at,9.7905
2151_at,3.9827
2152_at,11.805
2153_at,3.9392
2155_at,4.1876
2157_at,7.2259
2158_at,3.7527
2159_at,3.8839
216_at,4.1048
2160_at,4.4561
2161_at,8.0572
2162_at,4.3963
2165_at,3.3589
2166_at,5.666
2167_at,4.2036
2168_at,3.6917
2169_at,3.2311
217_at,9.2062
2170_at,4.2546
2172_at,5.1046
2173_at,3.619
2175_at,5.8461
2176_at,7.0325
2177_at,7.0221
2178_at,6.3393
218_at,4.8732
2180_at,10.107
2181_at,11.336
2184_at,8.5774
2185_at,5.575
2186_at,8.9179
2187_at,4.3807
2188_at,7.5451
2189_at,9.3086
219_at,5.092
2191_at,6.1
2192_at,8.626
219285_at,5.8167
219287_at,3.6444
219293_at,4.7114
2193_at,7.8274
219333_at,7.2812
219347_at,5.488
219348_at,3.716
2194_at,3.4787
219402_at,9.193
219409_at,3.488
2195_at,12.507
219525_at,3.8607
219527_at,3.5804
219537_at,4.576
219539_at,4.31
219541_at,9.6624
219557_at,4.3548
219578_at,3.8815
2196_at,7.7468
219654_at,6.585
219670_at,3.9433
219681_at,3.7811
219699_at,6.6036
2197_at,14.125
219731_at,3.6148
219736_at,4.0898
219738_at,6.9089
219743_at,7.4043
219749_at,5.4797
219770_at,4.0383
219771_at,8.397
219790_at,3.7827
219793_at,3.7607
219833_at,5.4665
219844_at,8.6395
219854_at,8.014
219855_at,6.9154
219899_at,5.8849
2199_at,7.0906
219902_at,6.2014
219927_at,11.4
219931_at,6.4549
219938_at,3.7057
219970_at,4.067
219972_at,3.7924
219988_at,7.8651
219990_at,3.3341
219995_at,3.6248
22_at,10.213
220_at,11.837
2200_at,4.1554
220001_at,3.9785
220002_at,7.7923
220004_at,5.7936
220042_at,8.1059
220047_at,3.4736
220064_at,7.3102
220070_at,3.8265
220074_at,7.7637
220082_at,3.9473
2201_at,7.9904
220108_at,4.3284
220134_at,4.4722
220136_at,3.6674
220164_at,3.3589
2202_at,11.857
220202_at,3.7504
220213_at,9.7497
220296_at,4.2383
2203_at,5.7795
220323_at,7.4299
220359_at,5.4239
220382_at,5.2845
220388_at,3.6754
2204_at,3.6544
220416_at,3.3375
2205_at,3.8385
2206_at,3.5691
2207_at,4.5177
2208_at,3.8971
220929_at,5.0714
220930_at,5.9227
220963_at,4.4958
220965_at,3.5607
220972_at,4.0754
220979_at,5.7149
220980_at,4.1466
220988_at,11.034
220992_at,4.2526
221_at,7.8493
221002_at,4.5135
221016_at,3.3275
221035_at,8.1922
221037_at,7.8271
221044_at,4.0521
221061_at,8.7751
221074_at,3.535
221078_at,6.9506
221079_at,5.89
221091_at,3.6883
221092_at,8.6576
221120_at,9.0501
221122_at,3.7446
221143_at,7.5129
221150_at,5.9967
221154_at,9.3323
221178_at,5.0093
221184_at,9.1196
221188_at,4.4586
221191_at,4.1399
221223_at,3.9241
221241_at,3.3291
221264_at,4.46
221294_at,8.6946
2213_at,3.9727
221301_at,3.4252
221302_at,8.8267
221303_at,4.1415
221322_at,6.487
